,owner,repo,commit_sha,source
583,MICS-Lab,thunder,9d402e59d01d97f38e490007b537aed9c7c5d2eb,repo_summary.json
584,moonmath-ai,cosmos-predict2.5-moon,8e2de87f3df9f8d12bd4d0fe26e752da5a31b5f1,repo_summary.json
585,AdaptVision,AdaptVision,e8b1fa3df4a71892b8e2daed292ef10fc60c455a,repo_summary.json
586,MalvinaNikandrou,mafed,1899a5796131737f33a7633249d23bbf1c1c9e63,repo_summary.json
587,openvino-book,PaddleOCR-VL-SFT-for-Japanese-Manga-on-RTX-3060,025766e1c77031dc798223751c98258b299e07fe,repo_summary.json
588,KE7,graid,e2306a089115b6f5453dd7d32eb0b677d727ec76,repo_summary.json
589,alanagoyal,ghostbusters,ce525947d80af1df821368043f02f9eb170467a5,repo_summary.json
590,ShenSheiBot,pdf2epub,d00f540bb66411632d86c0b87fb16a2aaffc3782,repo_summary.json
591,LivSynRobotic,RealDualVLA,b23561626c567dcad8f6dbfcd36e36a217ab1e00,repo_summary.json
592,kozistr,pytorch_optimizer,1b1313b04f95b0f65a13d0be9257385497f63e37,repo_summary.json
593,Dexmal,dexbotic,0e89d15b7f659bffc4f397a2aa72169726de5ca7,repo_summary.json
594,NVIDIA-NeMo,Automodel,4e9d32b599ab84501bb8964e601285e4adc3dc70,repo_summary.json
595,bghira,SimpleTuner,d189a49c212fb684a9c697267c636d2a5366e05d,repo_summary.json
596,shell-nlp,gpt_server,8fad613be165f5a79d64ac93ceb0d4a8b4cac990,repo_summary.json
597,stephansturges,Tator,cef28599ba6f01a046215b07b29391bc226aa3fa,repo_summary.json
598,amir84ferdos,ComfyUI-ArchAi3d-Qwen,5d3012c0b2a9618c2242a5cbbd9ab77979914716,repo_summary.json
599,gmum,FlySearch,bd3dcb62dbdf23c1cddd86975a57268bc1818c83,repo_summary.json
600,Project-N-E-K-O,N.E.K.O,5e85e4d32ae6c5cb87023baceaf4340f01ed47ba,repo_summary.json
601,modelscope,DiffSynth-Studio,11315d7a40fb645f7806298e50613ab6663912fa,repo_summary.json
602,ZhiHui6,zhihui_nodes_comfyui,e39c46013a70968aea1ed1e17fbd74259be1c20b,repo_summary.json
603,NotPunchnox,rkllama,5a1333911dce9b056709330ad672d29718cf9b3a,repo_summary.json
604,oidlabs-com,Lexoid,586e8c942917eb2d3f9a037ef636ab2d12644c96,repo_summary.json
605,datalab-to,chandra,cba67c6d15160b80233a32507dfbcebcb9205765,repo_summary.json
606,modelscope,modelscope,a7f50d45164cfaa3f8797d05a63a039eb7163fd0,repo_summary.json
607,mochenya,certificate-analyzer-VLM,b74e83bbcf066352aa4e90a33c537d2cf9dc9e51,repo_summary.json
608,vllm-project,speculators,b3f6b104e828178bb537d4ac80f01f49dbfc8bc4,repo_summary.json
609,douglas125,SelfTestingGAT_LLM,448b1a8eb6d0d93f5a950d84e3e3d8aaaa6ea794,repo_summary.json
610,togethercomputer,together-python,137b84e5127308dd709dad22a6274f4d15286f43,repo_summary.json
611,lpalbou,AbstractCore,5bfd9a86fcf91751182471a8de9f1d1f1a6a8189,repo_summary.json
612,WingeD123,ComfyUI_QwenVL_PromptCaption,d28e64840735516e52bede20f10889bc01f11dc4,repo_summary.json
613,SwanHubX,SwanLab,fc0890ee9ec56b13c410090a17deb0fe3f0d40d5,repo_summary.json
614,Wan-Video,Wan2.2,81e67351b81197330c9533e7f345233e7702b44a,repo_summary.json
615,paolaoshi,ComfyUI-Qwen3VL-DP,6374d908a6fd93b3edeca5a47620be6054d1df1f,repo_summary.json
616,paolaoshi,ComfyUI-Sa2VA-DP,5ca51db3f82dc8af26498a2e9fd4278e51bd37d5,repo_summary.json
617,pwspen,nuggetbench,d6860bf76099652b68eed0adc85d6e8eff77baab,repo_summary.json
618,CodeGoat24,Pref-GRPO,32decc4c6f3df15d0fd5f5d605c98c8cf9b7cbb7,repo_summary.json
619,Ltamann,ComfyUI-TBG-ETUR,dedee5cd15c69222b1de4e1cc8a867c331fc499f,repo_summary.json
620,huggingface,xet-core,b370cbea1058a72f3ee3d735765d1eedb1d0b174,repo_summary.json
621,NVIDIA-NeMo,Export-Deploy,c7e272779137adc2ecd7e5d29d85b00c723fcd35,repo_summary.json
622,Wan-Video,Wan2.1,ae487cc653b4a1791fec8201af20d2102a2514f3,repo_summary.json
623,YWenxi,think-with-images-through-self-calling,fd872eebca5157f570de062c23a5336baf3de8ad,repo_summary.json
624,william-murray1204,stable-diffusion-cpp-python,91bb5c4f508a18f0b9e90c799345e4435d7369b4,repo_summary.json
625,SlimeBoyOwO,LingChat,31b13e0393579bdf823374acece66834e0ed75a2,repo_summary.json
626,ISEEKYAN,mbridge,afc2fadec5586fd91dc60bd3b0ade6e858d5fe36,repo_summary.json
627,bytedance,mammothmoda,fea0a51c88e50c73bf759a924d121587226a1e11,repo_summary.json
628,PKU-Alignment,VLA-Arena,f1d7585dcc6c959de47526b1b26656434994677c,repo_summary.json
629,SYuan03,MM-IFEngine,af6430c6e0bd9ad81cceeaf4062257d8854e9626,repo_summary.json
630,GeneralUserModels,pack,ccdb66d1b1332c0f9d1c8a65a77396e2110b7861,repo_summary.json
631,eole-nlp,eole,43101dc10808d28a359b1b6691a456df2fe8a527,repo_summary.json
632,xhguo7,PAPO-Eval,b57d909f49f707f8913cf5064b9da2b50575970d,repo_summary.json
633,aiming-lab,SynthAgent,66e9605330ec013a002e89d93b2e63c81b25bc8a,repo_summary.json
634,smthemex,ComfyUI_OmniSVG,78292d5d7d17f4dd75238083a5c0d7b482a954dc,repo_summary.json
635,InternLM,ARM-Thinker,b70dfe967941450d88f8a8ce526f85af87e2c624,repo_summary.json
636,MizzenAI,HPSv3,bd0c5fcb5f587617b0169c07222ab78d01e2f3c2,repo_summary.json
637,collabora,gst-python-ml,02f2935d4e9757b21d302d8b6a3a9f6f76ba1eff,repo_summary.json
638,docling-project,docling,150fe90728b1719b6a59e2ed058ec026d573d04b,repo_summary.json
639,FudanCVL,Ref-SAM3D,95d4083d19d3aa6efb8bf56bfbedbfe482d10d5b,repo_summary.json
640,MadeAgents,mobile-use,14608994feb5e4a0c5c8242882eb993ec64a85cc,repo_summary.json
641,linancn,TianGong-AI-Unstructure-Serve,83c8377ec8cd91e7e70e83149ff015a8c9c2fa40,repo_summary.json
642,PaddlePaddle,FastDeploy,d6574556169e4da8a55cc3d44d505cf7a8c3f79c,repo_summary.json
643,rllm-org,rllm,1a5bcdf57c79f2ac67dc5d9f2397d0be94169ede,repo_summary.json
644,keta1930,mcp-agent-graph,1e0f983701e4a11d1e7d89983d0ea025ef45ca80,repo_summary.json
645,CursorTouch,Android-MCP,02f8d997328a8f2e5f5fd094aa4bbf5ca17423fb,repo_summary.json
646,pollen-robotics,reachy_mini_conversation_app,fc5123651cf50582d2b073b1779b37c26232e5cc,repo_summary.json
647,OpenMind,OM1,2c2615b14d0ca05530e0ed50ca9ffd7a3aa6442a,repo_summary.json
648,camUrban,PteraSoftware,6a10acd142055a36b1ce14e444a656fc2a2c8a76,repo_summary.json
649,EleutherAI,lm-evaluation-harness,69ecd0b929701d346c1119d5cd0563ade4ab3536,repo_summary.json
650,opendatahub-io,data-processing,bd734dfd1cda4ada867ce43b34aeead5cf4c3fda,repo_summary.json
651,bytedance,Dolphin,fcbf0334a9eaea4265f9b8d5c952198fb6bdb915,repo_summary.json
652,alibaba,ROLL,c7e897d41cff9449088e8f8403d44cbc24fcf4ca,repo_summary.json
653,nvidia-cosmos,cosmos-xenna,789c2d2184c220abe93b2e4e9f0fdf04b942def6,repo_summary.json
654,ServiceNow,BrowserGym,254938baf1e7eec7069c873d7292a49d21ca349c,repo_summary.json
655,Bria-AI,ComfyUI-BRIA-API,80332ca13c6efe1f402dbe0bdeb7faeda28506ae,repo_summary.json
656,mzau,mlx-knife,86f669dc8279cfa34f28e54975bb341751a8c3a3,repo_summary.json
657,B-Beginner,MULTI-OCR-SDK,4336e1c0c2a223476946f296769c77ad28337fcd,repo_summary.json
658,magicyuan876,mineru-tianshu,d74d3082d89cc5b637731c57a5108998b2ab8d52,repo_summary.json
659,deepsense-ai,ragbits,c8487b2e01cd72966062b99a68007b0d9cc49fda,repo_summary.json
660,aidriventesting,Agent,52ff806c145524e3199278cd8a16e54c4fd2f2b6,repo_summary.json
661,Pseudo-Lab,TableMagnifier,0c445f2421409846fbdcd0492bb45acd5f980b57,repo_summary.json
662,GetStream,Vision-Agents,b5649a8998622d01eeb0c351d680f550bdc450fe,repo_summary.json
663,BukeLy,rag-api,f7e2565a6faa09c79be1148c9087ba34841ae066,repo_summary.json
664,matt-seb-ho,arc_memo,e2598f1c093a4ddd8c871bd949e6a425d70f0fa7,repo_summary.json
665,RoboticSJTU,UniDomain,b4c7a4c99d710a082c346cc44849d4f3f10418e9,repo_summary.json
666,HKUDS,ViMax,c0e0694a397cb9903ead57d46372d377e23042bf,repo_summary.json
667,jxjo,PlanformCreator2,53bb03d14c9566a96e43ac6a4c02cf57d610390a,repo_summary.json
668,damianomarsili,VALOR,cf2442b4485eada8fdade3ebc14040e300317486,repo_summary.json
669,stanford-crfm,lm-evaluation-harness,a067ec90e07e9b5f6cdd717f14b8071c4d9c9836,repo_summary.json
670,yawiii,comfyui_prompt_assistant,b08c8e1f17005f3e8e5a8fdce965eca2a5261a6e,repo_summary.json
671,CraftJarvis,OpenHA,2127a3448831aad52dadc19f70c7d1b5d21a5fe0,repo_summary.json
672,DataArcTech,RAG-ARC,f1f37bc149eb5ef6d10d13aae5a12c303fd17679,repo_summary.json
673,SearchSavior,OpenArc,14dec900ac34ec72d75249c04820eefe223f5ff6,repo_summary.json
674,luisleo526,doc2mark,031eaf3987798c713f9c65c82331a717bb5d5c44,repo_summary.json
675,HKUDS,RAG-Anything,047423ec354e6c20a787c81e0de89f9e57b83533,repo_summary.json
676,chflame163,ComfyUI_LayerStyle,ca07ce8edf8342abbe2485cbec88b239aac480e0,repo_summary.json
677,rezaho,MARSYS,c94cf67316a55a34f6ec83403b26b923839069d7,repo_summary.json
678,ru4ls,ComfyUI_StreetView-Loader,d18338ee3927783222fdca1d57dc95fba672d308,repo_summary.json
679,TeenLucifer,llm_base,91e49ba967673d2e8c1b312821079d3b7baa950b,repo_summary.json
680,score-technologies,score-vision,a21c7dd4028c311288d744978f30c7981ec84870,repo_summary.json
681,MiliLab,PEARL,9ffb97415e8da6e56f45891fe3301f826ebe5d99,repo_summary.json
682,microsoft,debug-gym,1665bbd55119e2b6d5e0004a59f691b24635b6e1,repo_summary.json
683,RapidAI,RapidDoc,5411341f0afc6fcc4d39fb16606de2ddfbdbd361,repo_summary.json
684,NVIDIA,TensorRT-LLM,0b279f4ad4b9c2842cb79e1a45754ec1fd51646a,repo_summary.json
